Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-451.99197	195.62798	-251.15564	-861.8818	133.71428	-0.049774386	0.4841106	1.8032259	-3.4993908	4000	-4.656613e-08	68717.89	-0.054290973	-27622.969	7.2884455	0.017069336	0.21675	9.0	3.1425294876098633
1	-1462.8126	1208.5813	-235.9196	-3058.3125	494.8	-61.93125	20.719109	-11.334906	-166.75897	8000	-4.0978193e-08	45378.55	-0.102991	-36650.734	7.3023186	0.015451137	0.434	65.0	5.744783639907837
2	-480.66	739.5241	-63.47505	-3161.1416	147.86667	-252.54225	63.719864	-46.072113	-615.9263	12000	-7.450581e-09	12380.28	-0.10277659	-2289.9912	7.3204656	0.01574647	0.4415	54.0	8.203789234161377
3	-955.2147	1122.409	-72.32079	-3073.8445	323.55554	-238.1439	49.58889	-39.596107	-429.51166	16000	7.450581e-09	8574.65	-0.09688003	-1556.5774	7.208665	0.015625322	0.41125	46.0	10.706941604614258
4	-751.45605	995.495	-97.3285	-2939.328	249.08333	-231.57932	47.838142	-25.668272	-400.5982	20000	7.450581e-09	8110.0713	-0.09658329	-1066.6345	7.216257	0.015529935	0.41725	50.0	13.165421485900879
5	-400.6499	286.5936	-43.87617	-1037.966	131.875	-229.24585	42.42789	-29.908562	-392.04932	24000	0.0	7366.967	-0.09391153	-1534.4332	7.113464	0.015823742	0.4175	45.0	15.632553100585938
6	-340.85147	196.15633	-54.707565	-625.4454	100.5	-218.12169	41.615715	-19.18242	-369.9943	28000	-1.3038516e-08	6275.7217	-0.10485639	-1610.3379	7.129114	0.015395525	0.45575	61.0	18.282736778259277
7	-481.23605	645.3845	-54.971478	-2858.6108	167.22223	-236.58261	47.313667	-19.850468	-393.47903	32000	1.4901161e-08	7581.706	-0.077579916	-1207.7073	7.0881457	0.015712868	0.379	25.0	20.61246347427368
8	-479.69305	628.56433	-76.43795	-2633.626	167.13333	-214.64297	42.687088	-13.33373	-368.90216	36000	0.0	5996.5684	-0.08021073	-432.59735	7.0693808	0.016346648	0.36049998	27.0	22.96785044670105
9	-235.632	235.28941	-32.716843	-776.6025	80.2	-207.21184	40.093117	-16.386646	-334.15625	40000	1.8626451e-09	5060.193	-0.07414268	-767.26434	6.9664345	0.015984757	0.343	24.0	25.6889488697052
