Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-81.72356	55.668995	-12.605246	-241.64708	36.28205	-0.007651096	0.471062	1.5540838	-1.506719	4000	2.5331974e-07	28450.27	-0.028616145	-3898.8154	7.3468637	0.016457163	0.22224998	3.0	2.953716993331909
1	-70.996056	52.427887	-11.43515	-284.12366	33.271027	-14.147382	0.63496345	-4.6842766	-14.639158	8000	7.450581e-09	4766.704	-0.023201022	-339.87924	7.3154006	0.017388802	0.2455	5.0	5.166054010391235
2	-74.97305	51.13023	-14.479303	-243.75066	36.859154	-18.214079	0.29133725	-10.720695	-18.362991	12000	4.4703484e-08	9077.514	-0.077245854	-678.19006	7.313756	0.015882295	0.29975	30.0	7.534986734390259
3	-92.91349	245.4478	-10.226931	-2025.68	45.692307	-23.419914	0.14048621	-21.4722	-23.49194	16000	1.1920929e-07	13739.531	-0.024251744	-1041.4216	7.3270607	0.018682072	0.2295	6.0	9.82293152809143
4	-64.65001	62.888817	-1.1137115	-558.7642	32.166668	-29.71537	0.1107162	-28.393288	-29.75292	20000	-2.2351742e-08	4494.86	-0.024940878	-175.51993	7.274711	0.018251184	0.21075001	7.0	12.02730393409729
5	-165.10281	412.98132	-10.865527	-1956.5697	80.85	-32.572964	0.0665676	-30.56927	-32.604073	24000	2.2351742e-08	18313.969	-0.023402542	-1861.9559	7.2882466	0.020164983	0.28350002	6.0	14.237272500991821
6	-64.77217	43.23331	-8.935873	-213.21947	33.29787	-40.500313	0.07173185	-39.685307	-40.519413	28000	-4.4703484e-08	3828.1582	-0.017922226	-109.02124	7.1825733	0.019223921	0.20075	5.0	16.457764625549316
7	-68.736115	44.250153	-13.961711	-203.17348	34.49231	-42.84146	0.080824584	-39.60619	-42.859043	32000	0.0	7444.743	-0.017740913	-375.833	7.2013803	0.020720221	0.236	5.0	18.672726154327393
8	-98.438934	227.91919	-9.824513	-1781.6022	52.706898	-46.200344	2.6981788	31.529713	-46.46077	36000	-2.2351742e-08	6729.734	-0.025605245	-397.97363	7.240935	0.016159141	0.23500001	7.0	20.92508363723755
9	-78.09619	61.58414	3.6908085	-285.2019	42.28	-49.15736	6.347558	31.547411	-50.28441	40000	-7.450581e-09	7894.833	-0.017823558	-503.346	7.2271094	0.01854961	0.1985	5.0	23.49887728691101
