Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-367.23813	216.42213	-123.21292	-1056.4165	38.04	0.2945185	1.3957887	5.6135564	-5.2367477	4000	6.7055225e-08	473881.25	-0.046447203	-9545.3125	7.310605	0.015629439	0.22950001	16.0	2.6081438064575195
1	-687.2096	1760.3583	-90.99423	-8893.888	76.347824	-7.2758145	3.3606489	-0.11706555	-20.687916	8000	8.940697e-08	506053.0	-0.032676566	-15072.4375	7.3933926	0.015748871	0.19	12.0	4.556764364242554
2	-867.40295	2079.4185	-126.69431	-8839.66	95.6875	-18.832052	7.829051	-1.8924721	-47.842358	12000	1.7136335e-07	538330.5	-0.028410701	-26049.906	7.3816347	0.017156553	0.214	10.0	6.538824796676636
3	-1224.3198	2539.9146	-166.33899	-7939.145	151.125	-37.6928	15.322782	-3.5451074	-95.0595	16000	-1.7508864e-07	468073.9	-0.049579002	-34115.54	7.307494	0.015554416	0.25925	26.0	8.676170825958252
4	-5044.5264	3772.0332	-247.37659	-8376.009	621.4	-64.7837	25.723911	-7.607779	-159.67667	20000	-1.2665987e-07	463049.38	-0.026043566	-46022.234	7.184066	0.016326219	0.22575	10.0	10.670547485351562
5	-1151.8374	2410.0393	-109.67845	-7942.681	142.33333	-98.35285	39.923626	-14.328586	-246.69667	24000	-1.4901161e-08	380768.7	-0.0325974	-43492.65	7.215601	0.01627173	0.22625	13.0	12.69771671295166
6	-512.2898	303.70346	-166.01126	-1108.4415	65.63636	-137.08194	54.454796	-27.012436	-374.4175	28000	1.73226e-07	273735.7	-0.046757657	-33352.15	7.1991673	0.015612341	0.23699999	23.0	14.673743963241577
7	-655.8564	1630.9636	-114.1535	-7739.2026	82.45	-174.90428	65.66288	-36.413044	-446.7768	32000	-7.450581e-09	247694.16	-0.063662946	-31873.281	7.1755342	0.015214949	0.30675	47.0	16.77140974998474
8	-2380.6738	3290.5298	-126.031654	-7584.454	313.57144	-218.2575	76.381805	-39.901745	-525.01184	36000	7.264316e-08	226158.1	-0.06171507	-38494.926	7.0762224	0.015296587	0.30299997	41.0	18.935575246810913
9	-2787.7878	3080.6196	-69.43919	-7363.9233	389.66666	-263.10495	90.53324	-52.025837	-646.8592	40000	-5.029142e-08	169882.95	-0.060329493	-29917.123	7.051297	0.015853884	0.29175	39.0	21.33437418937683
