Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-91.8698	70.723946	-15.759646	-437.0026	41.74026	0.053801894	0.5682433	1.9753544	-1.8700242	4000	1.0430813e-07	11552.484	-0.031516865	-2175.975	7.2884455	0.016306216	0.2295	4.0	3.0823330879211426
1	-183.8415	412.21756	-17.571346	-2339.4976	82.0	-14.552085	0.828576	-3.256155	-15.371388	8000	-7.8231096e-08	27443.434	-0.021648115	-2488.0718	7.321478	0.015652554	0.21875	5.0	5.347233533859253
2	-100.9392	97.830986	-12.461195	-586.6961	45.984127	-23.45216	0.12918326	-22.02033	-23.497593	12000	-6.7055225e-08	12556.675	-0.026417471	-638.07947	7.3880816	0.017683934	0.2405	6.0	7.53577733039856
3	-212.84042	529.8162	-21.41292	-2315.9207	95.47059	-27.76702	0.0634744	-26.429724	-27.791056	16000	1.4901161e-08	25921.48	-0.022641126	-1943.1777	7.3085423	0.018202016	0.23525	6.0	9.71829628944397
4	-99.852615	78.36859	-11.751313	-326.32217	47.403847	-34.586624	0.07343618	-33.701504	-34.605583	20000	-6.7055225e-08	10311.854	-0.016751282	-539.8424	7.348173	0.01782614	0.1895	5.0	11.911164045333862
5	-71.75372	47.97686	-8.186318	-291.74307	38.127274	-38.4358	0.061393693	-37.70207	-38.44972	24000	1.4901161e-08	10023.721	-0.025837062	-443.1842	7.276333	0.016683344	0.25975	8.0	14.129131078720093
6	-136.01009	355.97037	-10.769349	-2100.321	68.125	-41.88042	0.04150221	-41.175026	-41.890663	28000	-7.450581e-09	14776.094	-0.027693044	-947.8075	7.3079233	0.01782726	0.23324999	9.0	16.380465745925903
7	-69.420685	57.412075	-12.267097	-302.5554	38.850746	-46.875362	0.058675945	-46.18788	-46.88678	32000	1.8626451e-08	5082.0605	-0.057077266	-159.4238	7.310077	0.015915481	0.20625	21.0	18.773856163024902
8	-126.93717	275.14175	-17.206562	-1901.6995	72.53333	-49.1959	0.04094795	-48.674152	-49.203667	36000	0.0	7315.9673	-0.024589617	-273.40814	7.2934427	0.017431736	0.25475	7.0	20.95687961578369
9	-63.823597	47.664772	-8.148221	-207.0119	37.046154	-52.0298	0.050912857	-51.307228	-52.039898	40000	1.4901161e-08	6510.114	-0.06023872	-187.28531	7.242979	0.016128335	0.21075	22.0	23.528181552886963
